idHH_clean,salaire_mensuel,hhmilieu2,hhreg,q4a_02,score_individuel_epm
000000000908,0.0,2,41,Non,21.833333333333332
000000000908,0.0,2,41,Non,22.666666666666664
000000000908,0.0,2,41,Non,23.5
000000000908,0.0,2,41,Non,25.166666666666664
000000000909,0.0,2,41,Oui,21.0
000000000909,0.0,2,41,Non,21.833333333333332
000000000909,0.0,2,41,Non,22.666666666666664
000000000910,0.0,2,41,Oui,21.0
000000000910,0.0,2,41,Non,21.833333333333332
000000000910,0.0,2,41,Non,22.666666666666664
000000000910,0.0,2,41,Non,23.5
000000000910,0.0,2,41,Non,24.333333333333332
000000000911,0.0,2,41,Oui,21.0
000000000911,0.0,2,41,Oui,21.833333333333332
000000000911,0.0,2,41,Non,22.666666666666664
000000000911,0.0,2,41,Non,23.5
000000000912,0.0,2,41,Oui,21.0
000000000912,0.0,2,41,Non,21.833333333333332
000000000912,0.0,2,41,Non,22.666666666666664
000000000912,0.0,2,41,Non,23.5
000000001001,0.0,2,24,Oui,21.0
000000001001,0.0,2,24,Non,21.833333333333332
000000001001,0.0,2,24,Non,22.666666666666664
000000001001,0.0,2,24,Non,23.5
000000001002,0.0,2,24,Oui,21.0
000000001002,0.0,2,24,Non,21.833333333333332
000000001002,0.0,2,24,Non,22.666666666666664
000000001002,0.0,2,24,Non,23.5
000000001002,0.0,2,24,Non,24.333333333333332
000000001002,0.0,2,24,Non,26.0
000000001002,0.0,2,24,Non,26.833333333333332
000000001003,0.0,2,24,Oui,21.0
000000001003,0.0,2,24,Non,21.833333333333332
000000001003,0.0,2,24,Non,22.666666666666664
000000001004,0.0,2,24,Oui,21.0
000000001004,0.0,2,24,Non,21.833333333333332
000000001004,0.0,2,24,Non,22.666666666666664
000000001004,0.0,2,24,Non,23.5
000000001004,0.0,2,24,Non,24.333333333333332
000000001005,0.0,2,24,Oui,21.0
000000001005,0.0,2,24,Non,21.833333333333332
000000001005,0.0,2,24,Non,22.666666666666664
000000001005,0.0,2,24,Non,23.5
000000001005,0.0,2,24,Non,24.333333333333332
000000001005,0.0,2,24,Non,26.0
000000001006,0.0,2,24,Oui,21.0
000000001006,0.0,2,24,Non,21.833333333333332
000000001006,0.0,2,24,Non,24.333333333333332
000000001006,0.0,2,24,Non,25.166666666666664
000000001006,0.0,2,24,Non,26.0
000000001007,0.0,2,24,Non,21.0
000000001007,0.0,2,24,Non,21.833333333333332
000000001007,0.0,2,24,Non,22.666666666666664
000000001007,0.0,2,24,Non,23.5
000000001007,0.0,2,24,Non,24.333333333333332
000000001007,0.0,2,24,Non,25.166666666666664
000000001007,0.0,2,24,Non,26.0
000000001007,0.0,2,24,Non,26.833333333333332
000000001007,0.0,2,24,Non,27.66666666666666
000000001007,0.0,2,24,Non,28.500000000000004
000000001008,0.0,2,24,Oui,21.0
000000001008,0.0,2,24,Oui,21.833333333333332
000000001009,0.0,2,24,Non,21.0
000000001009,0.0,2,24,Non,21.833333333333332
000000001009,0.0,2,24,Non,23.5
000000001009,0.0,2,24,Non,24.333333333333332
000000001009,0.0,2,24,Non,25.166666666666664
000000001009,0.0,2,24,Non,26.0
000000001009,0.0,2,24,Non,26.833333333333332
000000001010,0.0,2,24,Oui,21.0
000000001011,0.0,2,24,Non,21.0
000000001012,0.0,2,24,Non,21.833333333333332
000000001012,0.0,2,24,Non,22.666666666666664
000000001102,0.0,1,11,Non,6.0
000000001102,0.0,1,11,Non,7.666666666666666
000000001102,0.0,1,11,Non,9.333333333333332
000000001102,0.0,1,11,Non,10.166666666666666
000000001103,0.0,1,11,Oui,6.0
000000001103,0.0,1,11,Non,6.833333333333333
000000001103,0.0,1,11,Oui,7.666666666666666
000000001103,0.0,1,11,Non,8.5
000000001103,0.0,1,11,Non,9.333333333333332
000000001103,0.0,1,11,Non,10.166666666666666
000000001104,0.0,1,11,Non,8.5
000000001105,0.0,1,11,Oui,6.0
